time,u_x,u_y,u_z
20.325883,-58.82409000448605,0.6120576489802967,-0.8093344284625877
20.425883,-59.30446671282396,0.4150831906439396,-0.5390001839255509
20.525883,-59.80335362674175,0.237455084532407,-0.2686308072993922
20.625883,-60.31907019990439,0.0794683581772038,-8.555975856378017e-05
20.725883,-60.85035769330075,-0.05839831622795538,0.2649746119394939
20.825883,-61.39602782654034,-0.1756374696714084,0.5249568327154301
20.925883,-61.95453350586312,-0.2722995997487931,0.7783976863268285
21.025883,-62.52402745498989,-0.3490181518787103,1.024038310508121
21.125883,-63.1027869344466,-0.4063089277735754,1.260752989531476
21.225883,-63.68951226406909,-0.4441466972253028,1.487449865989543
21.325883,-64.28301584830807,-0.4623795360739091,1.703124020329002
21.425883,-64.88193880123951,-0.4614292706352619,1.907106931960744
21.525883,-65.48496661019415,-0.4422566684439486,2.09912909507255
21.625883,-66.09104311128527,-0.4055626050864701,2.279017630922776
21.725883,-66.69939385226255,-0.351314599536093,2.44644324156296
21.825883,-67.30932599232952,-0.2792064839216457,2.601048954540258
21.925883,-67.92002424976053,-0.1893418515612135,2.742754845812605
22.025883,-68.53067959703974,-0.08219868950488522,2.871749172332051
22.125883,-69.14049051956029,0.04197052029814104,2.9880644297063
22.225883,-69.7485518633265,0.1833870330112854,3.09133521466828
22.325883,-70.35397784413348,0.3422771946216896,3.181060853625255
22.425883,-70.95598620246287,0.5183660109983608,3.257013725519788
22.525883,-71.5538438286957,0.7110634817057511,3.31916953374221
22.625883,-72.14662515417407,0.9200202930418876,3.367199059716695
22.725883,-72.73294172053406,1.145189493034963,3.400262651839103
22.825883,-73.31118843756526,1.386327688710879,3.417430476088036
22.925883,-73.87993015585849,1.642560685984672,3.418191940301389
23.025883,-74.43784333403632,1.912526793844852,3.402412846545612
23.125883,-74.98339682503773,2.194813499847454,3.369823563464997
23.225883,-75.51467808778072,2.488028303374704,3.319853528282406
23.325883,-76.02979211397695,2.790565881476019,3.25205851832384
23.425883,-76.5274065293121,3.100525059131844,3.166487462657273
23.525883,-77.00660664078802,3.41583285948122,3.063557667192331
23.625883,-77.46636543158601,3.73439025293154,2.943619633665112
23.725883,-77.90542945487931,4.054035252679772,2.806879278794046
23.825883,-78.32280020732293,4.372473939282804,2.653844922574584
23.925883,-78.71825069067785,4.687421952017466,2.485613301295923
24.025883,-79.09210353530791,4.996688148489658,2.303669447242894
24.125883,-79.44459486735288,5.298105136095828,2.109503133391956
24.225883,-79.77575135517351,5.589520457709938,1.904458772038973
24.325883,-80.08589960253535,5.868990634310693,1.690005085637121
24.425883,-80.37609172446402,6.13508923154293,1.467853356223257
24.525883,-80.64779292673217,6.386921000364937,1.239703870410634
24.625883,-80.90215274204314,6.623767407629488,1.007075888054202
24.725883,-81.13979891065905,6.844897902042095,0.7713207144940019
24.825883,-81.36132376219386,7.049772688871758,0.533760291824503
24.925883,-81.56768715541065,7.238300275910387,0.29571178662029
25.025883,-81.75997356007781,7.41068704289757,0.05826992982007526
25.125883,-81.93886956438205,7.566969683066764,-0.1777083993300732
25.225883,-82.10460887872593,7.70688639765654,-0.4114691394925579
25.325883,-82.25743518493069,7.830264953592517,-0.6423840872169946
